Date,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,UNH,XOM
2020-01-03,-0.009769699582811195,-0.012213314472679244,-0.005245122728598605,-0.013284394159884999,-0.005305253622992392,-0.012529856693679764,-0.016135473495545727,0.02920267893223429,-0.010171129492925556,-0.008071900824110611
2020-01-06,0.00793687459917972,0.014775871094842,0.026305139752608207,-0.0007953661878556968,0.018658449997638455,0.002581639342393731,0.004184842743884145,0.019071612174755247,0.00691773578619996,0.0076485326686987175
2020-01-07,-0.004714280729001072,0.002089436023074214,-0.0019335495731098154,-0.017147030502227788,0.002161196124963647,-0.009159747607407683,0.012034100509593417,0.03806670586808656,-0.006054369655226959,-0.008217615737816516
2020-01-08,0.015958068925474925,-0.007839287338238396,0.007092697365544762,0.007770740853396193,0.010086982091986357,0.015802809438285867,0.00187351679519194,0.048032568493066904,0.020864827368649922,-0.015195243695106117
2020-01-09,0.02101876471153099,0.0047876954600311996,0.010443093752468805,0.003644486049826822,0.014209591538040349,0.01241591360047789,0.01092292860062693,-0.022189385476863444,-0.005693783068352111,0.007626520111155235
2020-01-10,0.0022581671132423414,-0.009455156242405702,0.00643768494877907,-0.010017503423406201,-0.0011000995276782034,-0.00463779629306675,0.005335043851613128,-0.006649355680979626,0.003088358359809913,-0.008927168876336176
2020-01-13,0.02113915924388449,0.0043132627393767525,0.007717180029450735,0.00827005363807464,0.017501697130038806,0.011952408413464758,0.030870988086670804,0.09320702322102224,-0.03194918479109376,0.009500354731396056
2020-01-14,-0.01359529317674078,-0.011625527046359843,-0.006576976316596069,0.011594096877986865,-0.012926321668951135,-0.00706806259271637,-0.018828445372459264,0.024578286172624794,0.008326442380783491,-0.008633215251276314
2020-01-15,-0.004294753630961577,-0.003977024437111101,0.006000505823731482,-0.015098781139150027,0.009495547012639228,0.006455324565226792,-0.006939272596278209,-0.03676981311758122,0.027950114513409532,-0.0015906262877934249
2020-01-16,0.01244872507897412,0.008513567549042408,0.007586370157667604,0.00386921127817843,0.002799839824589296,0.018157330510287808,0.01358963783658717,-0.00970946227670784,0.014502351402434221,-0.003916003423189386
2020-01-17,0.01101004910616656,-0.007064556764163625,0.0200439725816564,0.006897471713098208,0.001666849734476338,0.005581184553258365,0.0014053211072370224,-0.005839913304383257,-0.007576747717720067,-0.003785057419539027
2020-01-21,-0.006799637330008811,0.014523546068980422,0.0018435886738271488,-0.00988954205218569,-0.003156290579132025,-0.0035970685676521277,-0.005389983053829509,0.06942373110021945,0.0068784233896924,-0.014397057374731856
2020-01-22,0.003563059766570461,-0.0024024329949913796,0.0010921786487227889,-0.0011698693025678172,-0.0005418555364137379,-0.004816242575779309,0.008713763823073617,0.04004983514491321,0.00019961963390626353,-0.005787852180493484
2020-01-23,0.0048040582726255835,-0.0015270766138826273,0.0005523819146706988,-0.0010247262994739416,-0.007073773005576051,0.0061368996935463405,0.010935218575768435,0.004624413044606698,-0.0037663440581970024,-0.0062705234091764445
2020-01-24,-0.002886292847696264,-0.012247117354347815,-0.012552345359287814,-0.025141429423687835,-0.008316161526442045,-0.010128096024712317,-0.009456952035704057,-0.012981499419033645,-0.022457106493134104,-0.006762344698349323
2020-01-27,-0.029846020652829354,-0.018049378179086813,-0.023770035321588973,-0.008446956829683836,-0.014186595440539946,-0.016864815071339717,-0.041906962866733705,-0.012112331857897394,-0.030232882880493098,-0.024112195442458656
2020-01-28,0.027896744921983133,0.013532388730052893,0.013024832688606332,0.018014487152806975,0.013498153959593142,0.019406740307744735,0.0318357704133026,0.01578809278786119,0.006246469287632657,-0.0013909963490833673
2020-01-29,0.020716079942270316,0.002559818728975466,0.004265258661289965,-0.0014891276195410001,0.024671241994008115,0.01547225400137052,-0.009847910884064694,0.02455066473079113,-0.010443938492110592,-0.008388052139928739
2020-01-30,-0.0014501308059455419,0.00680130777131683,-0.0016833847404258216,0.012291092999996176,-0.06333567971141685,0.027817173569312313,0.0010989617421631479,0.09799952270077929,-0.006809782528432442,0.010551129164007012
2020-01-31,-0.04535186065205309,0.07119570893188107,-0.014873682689742596,-0.026320154918293023,-0.037044865848870415,-0.014868663808210898,-0.0389067202170281,0.015115867923964223,-0.030828646649744003,-0.04208328326137311
2020-02-03,-0.00274991340877873,-0.002252704013802056,0.034180833558383555,0.0076016480383950015,0.011228853831271314,0.02408629431916907,0.016360795076381964,0.18144500086765858,0.0057459925551226225,-0.022630229493053287
2020-02-04,0.03248043960631884,0.022433811849720944,-0.025404263611312726,0.014293367566115971,0.027246789581195325,0.032386545721610774,0.027901612020705024,0.1286186970285338,0.024584030035925335,-0.012593246496949049
2020-02-05,0.008121193751077402,-0.004792703414039184,0.0004425297097388871,0.016857739021949356,0.0013334258519440935,-0.0012222573572249489,0.01458168591083764,-0.18845037343186985,0.05166193466696369,0.04499546542352241
2020-02-06,0.011628885080594353,0.005065879625856511,0.020479672150135964,0.00014537388193611845,0.003515889096775547,0.02052189915914222,0.013821737251080223,0.019223358515689473,-0.011119062010246017,-0.013642827633678032
2020-02-07,-0.01368569584811079,0.014069692433392624,0.0021252137457407035,-0.0032027867729310707,0.006994619690799977,0.0014148165409141051,-0.010517235406019213,-0.0011890304222129079,-0.011140299402567931,-0.006647882125789878
2020-02-10,0.004738243891485903,0.02593435798738784,0.01978120766821456,0.004146839982028902,0.003432161507662527,0.025820588775503733,0.04423926315147184,0.030554904345579816,-0.00760078768237133,-0.010617271009237768
2020-02-11,-0.006051352175799004,0.007883866478429244,0.0009277089438202294,0.0018858970752062098,-0.027937534358653614,-0.02283414588355082,0.018536580244307235,0.0040112052857509935,0.013014624373885593,0.009461595388536775
2020-02-12,0.023470098149815478,0.004268347229322045,0.005659358266557602,0.0,0.017083810650199434,0.0014627049000549175,0.01720900566205736,-0.009197828567077742,0.04271458674447992,0.012151137304012904
2020-02-13,-0.0071467847103338375,-0.004700848772083054,-0.0034565428403333276,-0.0008698961931237787,0.011229261435537988,-0.005428571628020646,-0.006479031764594322,0.04673438827304504,-0.0042269092937738985,-0.005564686488424601
2020-02-14,0.00024658200744548994,-0.007001620314183051,0.003522227321303488,-0.0030508406879204398,0.004867403352400453,0.008887511202541953,0.06784981478759144,-0.004949986662921484,-0.011381546295163483,-0.00460593162542273
2020-02-18,-0.01848047758457332,0.00969583372641929,0.0004673705143480261,-0.01332868834328415,0.016760491369605696,0.01009181445887879,0.023126928365973208,0.0704209168261074,0.011182877376262269,-0.012777224222212913
2020-02-19,0.014379029654410944,0.006726973190216665,0.003567287143418953,0.013547244385565755,-0.0014242456675632154,0.002994622235139073,0.05933638519720274,0.06649517653196184,0.010436896833528903,0.00765269282795399
2020-02-20,-0.010312135985625068,-0.007919906743473367,-0.0051810047493546394,0.0,-0.013470413707232058,-0.015388884253535219,-0.019249851711305152,-0.019826354777620053,-0.010470087420997446,-0.007986622752204063
2020-02-21,-0.02289493619923401,-0.02689219882130043,-0.022351135938929474,-0.01229466261032112,-0.02071830961061179,-0.03212317188633294,-0.048552032426529904,0.0017662480443414094,-0.0023195197754162862,-0.012270245267435318
2020-02-24,-0.04866545577143126,-0.042235023870589,-0.04381887620411609,-0.027243326165648486,-0.04605343548059136,-0.044072534068739434,-0.07332081585058683,-0.07752369493467591,-0.08167235270607215,-0.047978597591928095
2020-02-25,-0.03445948535724753,-0.018357980231590378,-0.02390532587279279,-0.045670181175924536,-0.019875313155377414,-0.01663939297500598,-0.041961651135040114,-0.041482357972054684,-0.05322956868328898,-0.039078839779292954
2020-02-26,0.015738980422910748,0.0034663008478506324,0.002988910710287481,0.0030050151358792417,0.0021828953896225766,0.012417477778549497,0.021144577134780736,-0.026744949535016983,-0.0014817339844297838,-0.022200145867880862
2020-02-27,-0.06760252576275047,-0.049333390430740226,-0.05584308952682689,-0.04250458777642534,-0.03851094863823789,-0.07306467470997632,-0.05727470475421122,-0.13713311629061195,-0.03513468879539276,-0.062064235884386164
2020-02-28,-0.0005851840876027923,-0.0002918893180325476,0.01831102640245198,-0.044305632251348544,0.014232947900371476,0.023924539169186923,0.06687412296785222,-0.016347950327421108,0.004087277273279413,0.031999521952068934
2020-03-02,0.08901880521402454,0.03658851566405863,0.03454315241408734,0.04554056163292411,0.020416660678977044,0.06441875332600001,0.023276419221879483,0.1072570247859105,0.06876790125147607,0.046343134177873
2020-03-03,-0.032274858273196386,-0.023278669366774255,-0.0356861350765817,-0.03824661075269997,-0.055201854575476446,-0.049105685373337024,-0.038875029703383725,0.0025383850988232293,-0.04382265760756169,-0.049068306400803695
2020-03-04,0.045341174821081985,0.03441420829326915,0.03227575271742334,0.02440891977091839,0.031089527492269325,0.03605744559084192,0.06768546515431528,0.005337746224066965,0.10182689852661175,0.021597473621216737
2020-03-05,-0.0329749240305659,-0.02656658154602768,-0.04958827101980651,-0.05030568409195244,-0.03497029267316103,-0.025415501801910944,-0.04023472473183322,-0.033869376791647296,-0.022573438949708008,-0.04506783742692943
2020-03-06,-0.013368998950723724,-0.011994572145720599,-0.014572073015026438,-0.053063345123807754,-0.022280408842042864,-0.02867437337974765,-0.026886863590443278,-0.029497510135476336,0.003210998890720883,-0.0494990745332834
2020-03-09,-0.08239495668024754,-0.05430184971456644,-0.06368799867767061,-0.1455523511405059,-0.06614103174702846,-0.07017879193701927,-0.08059417142008002,-0.14586457137702016,-0.037433835934124256,-0.1303907194675066
2020-03-10,0.06954605019289832,0.04941384267449418,0.047685384696366344,0.07482609254353777,0.049997363368219035,0.06614735931581717,0.06177434843200449,0.059586929551683376,0.023706916703280748,0.0363590897628992
2020-03-11,-0.035348197818208214,-0.03823045590680999,-0.05171551618375559,-0.048214091376462605,-0.04564103640989016,-0.04636011865911535,-0.0575865951823296,-0.01735009892797303,-0.007960168690075277,-0.03349644117800603
2020-03-12,-0.10397769362224951,-0.08253503819368388,-0.08560837992494524,-0.08602657086169757,-0.09720939773780092,-0.09964183950246631,-0.1305274215795424,-0.12349328402408655,-0.1037295744032493,-0.12142247122286266
2020-03-13,0.11315717684165782,0.06264454451479513,0.08838743950941737,0.16562022449866756,0.09744418607430207,0.13292923423914024,0.10741995566427419,-0.02516454136147571,0.0871714989598392,0.024968221172245442
2020-03-16,-0.1377077595801393,-0.0551930111496119,-0.12368444620079036,-0.16210564137208333,-0.15376896134065907,-0.15945338013291013,-0.2039793740232177,-0.20552230217550044,-0.18967078406631555,-0.10006987263248121
2020-03-17,0.04303064277024217,0.0679073394904408,0.04113654689101973,0.05931899445033489,0.023085982633142627,0.07912209779282021,0.10098716888728558,-0.03398134500612111,0.08179127282380402,0.06510055432538726
2020-03-18,-0.024784213847308344,0.012183223280898315,-0.024326268702169654,-0.1112321007181504,-0.016600782782987832,-0.04300793464515782,-0.06882158623079015,-0.17476304366003273,-0.11789547406700658,-0.1056323424128168
2020-03-19,-0.007691762634916702,0.027450380856149387,0.018594608036224862,0.016668280453452786,0.04112688358480251,0.016319807555863257,0.04883242730498626,0.16879451260286096,0.012543958807380354,0.038790716646363875
2020-03-20,-0.06559017143842298,-0.018696493799985447,-0.03987902315224435,-0.021327946824714835,-0.02245348974919896,-0.038282476009382005,-0.034489503489029065,-0.00025720668994270134,-0.06198185868828636,-0.05033043716022
2020-03-23,-0.02147317495770044,0.03027242280070844,-0.013268617214980424,-0.05501914478207171,-0.010945870590493711,-0.01002442891711709,0.03317369284758857,0.015688043665694176,-0.05845473010471069,-0.04019865645994902
2020-03-24,0.09560574597781767,0.019397213114498144,0.06951078542346495,0.112383594691361,0.08339243475679063,0.0869984234080197,0.1583398558002766,0.15084593365171223,0.12043658879299687,0.11944189312129459
2020-03-25,-0.00552390376355362,-0.02836614678504326,-0.025444740189835263,0.036638271380002085,-0.030079026751413846,-0.009618573358547464,-0.014389890358268211,0.06562083944686455,0.06469490460957164,0.05088436283811893
2020-03-26,0.051285419663221865,0.036267437779002064,0.054152297545752986,0.06734154425103274,0.04463265961981477,0.06067274191916755,0.04622388638349908,-0.0207800386755252,0.08537896144348474,0.04021022470933576
2020-03-27,-0.04228396293997784,-0.028734293362178226,-0.04633988912153037,-0.07390370619748599,-0.040926486023406254,-0.04192761824757412,-0.017687532208848215,-0.026475805312348537,-0.05199640584140379,-0.04936974199310061
2020-03-30,0.02813841505323671,0.03305128565768252,0.03195376462286079,0.025673839564411695,0.05677920284792394,0.06797697903046296,0.04963193736409291,-0.024064387275638185,0.035772419028201864,0.014774868811480789
2020-03-31,-0.0020427660581598664,-0.0072719999659999635,0.013551618700225684,-0.03781813779280458,0.005108796582174013,-0.015852410691340652,-0.0075211190602592045,0.04263263821287683,-0.007590003218560042,0.012455638457904003
2020-04-01,-0.05405201724090109,-0.02178742279295421,-0.052882315471264256,-0.06504960999673727,-0.04412474870657829,-0.036153562773708035,-0.08108323143460057,-0.08446087652228773,-0.049568581553301024,-0.011655524448814066
2020-04-02,0.016548870168654358,0.005817252037933856,0.013456099650997803,0.03665954263582857,-0.00887390539545304,0.020497038352111,0.04975542517395812,-0.057898921000518445,0.013061456369928986,0.07368915880049955
2020-04-03,-0.014475441861615451,-0.006399314195321289,-0.022021799543456563,-0.030003027013814312,-0.025676126749150232,-0.009252875696448734,-0.046305676578495186,0.05467504939194526,-0.04661126651215113,-0.029898159278042357
2020-04-06,0.08364010753671396,0.04662517920980072,0.07956263173407864,0.062379355573043305,0.07115263599829096,0.07173199002683806,0.09567918881558511,0.07276481895829454,0.078939545847292,0.031629109832594565
2020-04-07,-0.011650191782950648,0.006988976113008688,-0.000532668445235748,0.013103899040111189,0.019619041225534803,-0.010828675880470269,-0.035534401048671546,0.05503939414254686,-0.0012091020463620113,0.01884773550335393
2020-04-08,0.025272955095612577,0.015488887252484295,0.020456272320404107,0.03958569199858789,0.031770910157727504,0.009981471069546406,0.03011727793323399,0.006195761068727163,0.07676256977273044,0.061365906675384316
2020-04-09,0.007189857276038985,-0.00011749136016937198,-0.00035615545618010127,0.08591500480251055,0.005207932401728509,6.024599083267984e-05,-0.015097550643329995,0.043078797207400474,-0.013910692981491217,-0.016555626229937528
2020-04-13,0.01943747171045576,0.059904424788693025,0.0031774408243207663,-0.045491943522545535,-0.0022859161401614435,0.0022384202452597098,0.025902680732562303,0.12754711640906993,-0.0023503101605951175,-0.00861596195525883
2020-04-14,0.04926906164002611,0.05142426317898338,0.044294762126904454,-0.027777884690979207,0.01915277683546763,0.048297972578718984,0.05093152050641785,0.0866771798728856,0.02618051266400639,-0.007747196342315471
2020-04-15,-0.009169125462368003,0.01061218674730437,-0.0062872040933126755,-0.050576988347980405,-0.006757785510276175,-0.010533231498642876,-0.01101294123442811,0.02770162075738181,0.04049984854687418,-0.04704782340617785
2020-04-16,0.007914625079900525,0.042632714874196495,0.00010333206748500588,-0.038855347994073475,-0.004076596182018994,0.02957907802878771,0.04817274568513834,0.020854428493631318,0.057763627370957124,-0.033407597585311914
2020-04-17,-0.013661509882612888,-0.013877991515518532,0.017008483141638088,0.0860760629749484,0.016822085956232715,0.008772890607996214,-0.008108698446735934,0.011580411041559343,-0.026725475628436485,0.09890302569479699
2020-04-20,-0.02097526933733346,0.007805217491159297,-0.01405444964530492,-0.03713857048224635,-0.005594775983149289,-0.020019474313287624,-0.018192656840998415,-0.010038465581097953,-0.029406257234469303,-0.048350618807791235
2020-04-21,-0.03139813811558812,-0.027741595250859077,-0.039620049312776295,-0.029433376587035178,-0.042637645492201275,-0.04223705214280189,-0.06305068731222055,-0.08328137479063667,-0.02858245449098285,-0.005356827065250184
2020-04-22,0.028396516756912214,0.015078276370104332,0.03744507004294347,0.003251288684253347,0.06505068670244159,0.03340073560708833,0.059910414127345095,0.06400415510269586,0.010268560891009412,0.028164220788252127
2020-04-23,-0.0038832661931851578,0.015100238852104056,0.010088602296726945,0.0005597218355805747,0.01551425762397173,-0.012175813943515216,-0.007506744586798992,-0.036839791089286374,0.02955660917874856,0.03085079629806163
2020-04-24,0.028460994840454567,0.004478467862372162,0.004262645643632436,0.014658393534370094,0.026334341187177996,0.018094357686246083,0.01945662224749166,0.02728753098899391,0.020672816163881013,0.00642326317490596
2020-04-27,0.0007066229529577483,-0.014299615622890095,-0.00450645321417495,0.04220137129387764,-0.013613960244052158,-0.002868594362321025,0.02553535584316346,0.09666945779957149,0.00919280923595561,0.0047909455023018785
2020-04-28,-0.0163422311454143,-0.026406206272373736,-0.030576205929184863,0.007055982085761768,-0.024784398867976978,-0.024662391247240494,-0.019441733238630816,-0.037801017814305886,-0.01930241641990166,0.023170545625883013
2020-04-29,0.03231701016126108,0.025020524430829326,0.08517756915500366,0.026613060334766528,0.05984292265607199,0.04389597210263881,0.02407636631747127,0.040002020280935593,-0.0024651415641472173,0.05389129856226472
2020-04-30,0.020876907824504118,0.041803503952607714,0.003361778769875969,-0.021692772298228323,0.05275712099488045,0.00998213710846793,-0.020923813110814087,-0.023547759980736722,0.016617877020098214,-0.021080004178640394
2020-05-01,-0.01623049317551344,-0.0790151691799427,-0.022057620971666855,-0.02656110675279918,-0.011990766843250329,-0.026232676224780732,-0.03304298341165082,-0.10873700220740792,-0.027593740651044658,-0.07435632429179985
2020-05-04,0.014049699046725124,0.013016157575809914,0.00422673212988169,-0.011974912663643159,0.01467396482689286,0.024165822483343945,0.029650176842158187,0.0819187203405193,0.01059313651076714,0.039541668632112226
2020-05-05,0.01489762193183004,0.0007812169559819208,0.019552168861292005,-0.00152031868007632,0.008779316233571971,0.010678491631488726,0.008375625603456161,0.009180180665024101,0.018947678999097304,-0.0011147276260792375
2020-05-06,0.010264111607045056,0.014332930141282023,-0.0026646660123685047,-0.018983963945059943,0.006738342172072582,0.00979923261918512,0.013693509139658194,0.018533023597782732,-0.014678793984414788,-0.01891550671503043
2020-05-07,0.010291773941365425,0.006929629421755726,0.01757110192379365,0.010359869779880255,0.013294474770778825,0.005790094552119321,0.023496868516530624,-0.003250973870209664,-0.013141476189431765,0.005667375791816037
2020-05-08,0.023522935565029456,0.005055588339379235,0.010938692578680787,0.016203744178870164,0.005146153067993388,0.005865205595262651,0.02471904227871736,0.04925154604829151,0.0069929661513877936,0.04291714924419436
2020-05-11,0.01561269659890502,0.012275095742505182,0.013809862102773499,-0.029892219983222584,0.003901068613314325,0.011092834174408999,0.03187063115497866,-0.009971196406895207,0.005871150317295422,-0.0095733673378816
2020-05-12,-0.011493830557403852,-0.02184325689933136,-0.02044868388210975,-0.03322321344167593,-0.014553144237492302,-0.022912534532600646,-0.03315143283373633,-0.0023199593370761967,-0.003434665083098644,-0.01685640407453106
2020-05-13,-0.012147791270637127,0.00464352271673132,-0.01971777856976635,-0.035078965731107366,-0.02408590265776696,-0.01523777741197503,-0.002887738801392448,-0.02305818093053759,-0.03429751174818721,-0.05091132845847624
2020-05-14,0.006124773506637785,0.008800091486279958,0.0063063184909330355,0.04069336946225599,0.00830275627444051,0.004329931052879116,0.03169040944353196,0.015518160889563192,0.04436077474155983,0.008785106409170013
